text,target
"  Hi, this is Interviewer, landlord. Hi, Interviewer. It’s Patient from Apartment B. Uh.. I’m calling because you haven’t come by or sent anybody to fix the leak. Uh.. Well, I’m sorry I haven’t had enough time to fix it. I’ve just been really busy. Okay, do you know when you’ll be able to either fix it or send somebody? Uh.. Well, I just don’t know what I can do about your problem right now. Well, I’m really worried because it’s really ruining the apartment and- and that seems to me like it can be your problem in the end, too. Uh.. It’s- it’s getting really bad and, you know, it just-- it needs to get fixed. Well, I- I just have a lot of other tenants with problems that are ahead of yours right now. Is there any way I can see if I can find somebody who can take care of it and I could be reimbursed? Uh.. Well, I actually do all the repairs myself for the whole building. Okay, is there anybody else who I can talk to, maybe uh.. a property manager or the owner above you or anything like that or are you it? Uh.. Well, I mean, you don’t need to call anyone. I mean, I’m aware of the problem and I’ll be over as soon as I can. But the problem is it’s not getting taken care of and, you know, we’re not coming up with any solutions today, so we’ve got to-- we’ve got to do something. I either need to call someone else, or you need to give me a date and time of when we can expect it, because, as of right now, not only is it not being fixed, but you can’t even give me a time or date when it will be fixed. Uh.. Well, it just didn’t sound that bad the last time you called. I know, but it’s getting-- the problem is with water, it’s just this l- length of time. It’s now getting worse, and worse, and worse. And I’m worried that it’s going to give you damage to the wood and cause mold and mildew and everything else. So, I really think that it’s even more urgent now than it was before. Uh.. I- i-- so, what have you done about the problem so far? I’ve tried to fix it myself, but I obviously don’t want to be put out e- expense-wise uhm.. for something that I think is the issue of the apartment. Uh.. Well, I do have a list and you're on that list. There are just other problems that are more serious right now. Okay. Uh.. How long do you think it would take to get through all of those problems on the list? I kind of need just a date and a time. Uh.. Well, it may take me about a week, maybe even two weeks before I’ll have time to fix it. Okay. I’m just really worried. I’m- I’m letting you know that the, you know, this water leak is getting really bad and it’s damaging the apartment. And I don’t want to pay for any-- uh.. I don’t want my security deposit p-- taken out because y- you don’t want to fix the problem. Uh.. W- well, uh.. is there anything else you’ve done about the problem so far? Uh.. Well, I’m- I’m thinking now that I might just get it taken care of and- and, you know, I might have to ask you for reimbursement. And if you don’t, I’ll-- might have to just take you to court to try and get it, if you don’t want to agree, because uhm.. yeah, it’s starting to become a health issue for us if there does happen to be mold and mildew that- that grows. So, uhm.. I would offer-- if you’re not going to be able to take it-- care of it for two weeks, that’s- that’s just too long."," Well, I- I mean, like I said, you don’t need to call anyone. I- I’m aware of that problem and I’ll be over when I can."
"  Hi, this is Interviewer, landlord. Hi, Interviewer. It’s Patient from Apartment B. Uh.. I’m calling because you haven’t come by or sent anybody to fix the leak. Uh.. Well, I’m sorry I haven’t had enough time to fix it. I’ve just been really busy. Okay, do you know when you’ll be able to either fix it or send somebody? Uh.. Well, I just don’t know what I can do about your problem right now. Well, I’m really worried because it’s really ruining the apartment and- and that seems to me like it can be your problem in the end, too. Uh.. It’s- it’s getting really bad and, you know, it just-- it needs to get fixed. Well, I- I just have a lot of other tenants with problems that are ahead of yours right now. Is there any way I can see if I can find somebody who can take care of it and I could be reimbursed? Uh.. Well, I actually do all the repairs myself for the whole building. Okay, is there anybody else who I can talk to, maybe uh.. a property manager or the owner above you or anything like that or are you it? Uh.. Well, I mean, you don’t need to call anyone. I mean, I’m aware of the problem and I’ll be over as soon as I can. But the problem is it’s not getting taken care of and, you know, we’re not coming up with any solutions today, so we’ve got to-- we’ve got to do something. I either need to call someone else, or you need to give me a date and time of when we can expect it, because, as of right now, not only is it not being fixed, but you can’t even give me a time or date when it will be fixed. Uh.. Well, it just didn’t sound that bad the last time you called. I know, but it’s getting-- the problem is with water, it’s just this l- length of time. It’s now getting worse, and worse, and worse. And I’m worried that it’s going to give you damage to the wood and cause mold and mildew and everything else. So, I really think that it’s even more urgent now than it was before. Uh.. I- i-- so, what have you done about the problem so far? I’ve tried to fix it myself, but I obviously don’t want to be put out e- expense-wise uhm.. for something that I think is the issue of the apartment. Uh.. Well, I do have a list and you're on that list. There are just other problems that are more serious right now. Okay. Uh.. How long do you think it would take to get through all of those problems on the list? I kind of need just a date and a time. Uh.. Well, it may take me about a week, maybe even two weeks before I’ll have time to fix it. Okay. I’m just really worried. I’m- I’m letting you know that the, you know, this water leak is getting really bad and it’s damaging the apartment. And I don’t want to pay for any-- uh.. I don’t want my security deposit p-- taken out because y- you don’t want to fix the problem. Uh.. W- well, uh.. is there anything else you’ve done about the problem so far? Uh.. Well, I’m- I’m thinking now that I might just get it taken care of and- and, you know, I might have to ask you for reimbursement. And if you don’t, I’ll-- might have to just take you to court to try and get it, if you don’t want to agree, because uhm.. yeah, it’s starting to become a health issue for us if there does happen to be mold and mildew that- that grows. So, uhm.. I would offer-- if you’re not going to be able to take it-- care of it for two weeks, that’s- that’s just too long. Well, I- I mean, like I said, you don’t need to call anyone. I- I’m aware of that problem and I’ll be over when I can. If that-- unfortunately, that doesn’t solve the problem. So, I’m going to go ahead and take- take whatever actions I need to to get it fixed."," Okay, well, you know what? I think- I think you’ve convinced me. I’ll be right there."
"  Hi, this is Interviewer, landlord. Hi, Interviewer. It’s Patient from Apartment B. Uh.. I’m calling because you haven’t come by or sent anybody to fix the leak. Uh.. Well, I’m sorry I haven’t had enough time to fix it. I’ve just been really busy. Okay, do you know when you’ll be able to either fix it or send somebody? Uh.. Well, I just don’t know what I can do about your problem right now. Well, I’m really worried because it’s really ruining the apartment and- and that seems to me like it can be your problem in the end, too. Uh.. It’s- it’s getting really bad and, you know, it just-- it needs to get fixed. Well, I- I just have a lot of other tenants with problems that are ahead of yours right now. Is there any way I can see if I can find somebody who can take care of it and I could be reimbursed? Uh.. Well, I actually do all the repairs myself for the whole building. Okay, is there anybody else who I can talk to, maybe uh.. a property manager or the owner above you or anything like that or are you it? Uh.. Well, I mean, you don’t need to call anyone. I mean, I’m aware of the problem and I’ll be over as soon as I can. But the problem is it’s not getting taken care of and, you know, we’re not coming up with any solutions today, so we’ve got to-- we’ve got to do something. I either need to call someone else, or you need to give me a date and time of when we can expect it, because, as of right now, not only is it not being fixed, but you can’t even give me a time or date when it will be fixed. Uh.. Well, it just didn’t sound that bad the last time you called. I know, but it’s getting-- the problem is with water, it’s just this l- length of time. It’s now getting worse, and worse, and worse. And I’m worried that it’s going to give you damage to the wood and cause mold and mildew and everything else. So, I really think that it’s even more urgent now than it was before. Uh.. I- i-- so, what have you done about the problem so far? I’ve tried to fix it myself, but I obviously don’t want to be put out e- expense-wise uhm.. for something that I think is the issue of the apartment. Uh.. Well, I do have a list and you're on that list. There are just other problems that are more serious right now. Okay. Uh.. How long do you think it would take to get through all of those problems on the list? I kind of need just a date and a time. Uh.. Well, it may take me about a week, maybe even two weeks before I’ll have time to fix it. Okay. I’m just really worried. I’m- I’m letting you know that the, you know, this water leak is getting really bad and it’s damaging the apartment. And I don’t want to pay for any-- uh.. I don’t want my security deposit p-- taken out because y- you don’t want to fix the problem. Uh.. W- well, uh.. is there anything else you’ve done about the problem so far? Uh.. Well, I’m- I’m thinking now that I might just get it taken care of and- and, you know, I might have to ask you for reimbursement. And if you don’t, I’ll-- might have to just take you to court to try and get it, if you don’t want to agree, because uhm.. yeah, it’s starting to become a health issue for us if there does happen to be mold and mildew that- that grows. So, uhm.. I would offer-- if you’re not going to be able to take it-- care of it for two weeks, that’s- that’s just too long. Well, I- I mean, like I said, you don’t need to call anyone. I- I’m aware of that problem and I’ll be over when I can. If that-- unfortunately, that doesn’t solve the problem. So, I’m going to go ahead and take- take whatever actions I need to to get it fixed. Okay, well, you know what? I think- I think you’ve convinced me. I’ll be right there. Perfect. Thank you.", Alright? Thanks. Bye.
 ," Hi. This is Interviewer, the landlady."
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today?", Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out?"," Uhm.. it might take me about a week, maybe even two weeks."
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in?"," Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else..."
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay.", ...wouldn't be possible.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with?", Uhm...
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute.", I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute. I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours. Okay. What do you suggest we do in the meantime if it's going to take a week, and I mean, what happens if like the ceiling falls through? I mean, how-- what's it going to take for us to get it looked at? Because I'm afraid that it's going to get really worse here in the next day or two.", Uh.. I understand that it's very frustrating right now but I have a list and you're on the list. There are just other problems that are more serious before I can get to yours.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute. I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours. Okay. What do you suggest we do in the meantime if it's going to take a week, and I mean, what happens if like the ceiling falls through? I mean, how-- what's it going to take for us to get it looked at? Because I'm afraid that it's going to get really worse here in the next day or two. Uh.. I understand that it's very frustrating right now but I have a list and you're on the list. There are just other problems that are more serious before I can get to yours. Okay. Uhm.. when-- let's uh.. I- I'm sure there are a lot of other i- issues in the complex, but this is-- I mean, water is affecting everything. It's affecting the carpet. It's going to-- we're going to have much bigger problems if we let the leak affect the carpet and the floor. I mean we're going to have a lot more problems to address, so uhm.. can we at least uh.. do something to maybe stop the leak, even? We don't have to patch the ceiling right now, but maybe we just stop the leak or patch it up. In the meantime, can we do that?"," Uhm.. we could, but it didn't sound that bad the last time you called."
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute. I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours. Okay. What do you suggest we do in the meantime if it's going to take a week, and I mean, what happens if like the ceiling falls through? I mean, how-- what's it going to take for us to get it looked at? Because I'm afraid that it's going to get really worse here in the next day or two. Uh.. I understand that it's very frustrating right now but I have a list and you're on the list. There are just other problems that are more serious before I can get to yours. Okay. Uhm.. when-- let's uh.. I- I'm sure there are a lot of other i- issues in the complex, but this is-- I mean, water is affecting everything. It's affecting the carpet. It's going to-- we're going to have much bigger problems if we let the leak affect the carpet and the floor. I mean we're going to have a lot more problems to address, so uhm.. can we at least uh.. do something to maybe stop the leak, even? We don't have to patch the ceiling right now, but maybe we just stop the leak or patch it up. In the meantime, can we do that? Uhm.. we could, but it didn't sound that bad the last time you called. Okay. It's- it's pretty bad, and it's getting worse and I think part of it's because it hasn't been addressed yet. So it's going to get worse before it gets better, so I'd love to uh.. maybe have you come in in the next day or two. Can we at least do that, have you look at it and maybe patch it up?", Okay. I'll see what I can do.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute. I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours. Okay. What do you suggest we do in the meantime if it's going to take a week, and I mean, what happens if like the ceiling falls through? I mean, how-- what's it going to take for us to get it looked at? Because I'm afraid that it's going to get really worse here in the next day or two. Uh.. I understand that it's very frustrating right now but I have a list and you're on the list. There are just other problems that are more serious before I can get to yours. Okay. Uhm.. when-- let's uh.. I- I'm sure there are a lot of other i- issues in the complex, but this is-- I mean, water is affecting everything. It's affecting the carpet. It's going to-- we're going to have much bigger problems if we let the leak affect the carpet and the floor. I mean we're going to have a lot more problems to address, so uhm.. can we at least uh.. do something to maybe stop the leak, even? We don't have to patch the ceiling right now, but maybe we just stop the leak or patch it up. In the meantime, can we do that? Uhm.. we could, but it didn't sound that bad the last time you called. Okay. It's- it's pretty bad, and it's getting worse and I think part of it's because it hasn't been addressed yet. So it's going to get worse before it gets better, so I'd love to uh.. maybe have you come in in the next day or two. Can we at least do that, have you look at it and maybe patch it up? Okay. I'll see what I can do.wer: Mm-hmm.", All right.
"  Hi. This is Interviewer, the landlady. Hi, Interviewer. Uhm.. this is Patient, in- in Apartment 3131. I called last uh.. week about getting a- a uh.. leak fixed and uh.. it has not been addressed yet and it's getting much worse. So I was hoping to see if we could get it addressed as soon as possible. Uhm.. are- are you able to have someone come out today? Uhm.. I'm sorry that I haven't been able to come over to fix it. Uhm.. I've just been very busy. Okay. Well, it's getting much worse and I'm afraid it's really going to start affecting my furniture and the carpet, and if we don't fix it soon, we're going to have a whole lot more to fix. Uhm.. so, is there uhm.. how- how soon can we have someone come out? Uhm.. it might take me about a week, maybe even two weeks. Okay. That- that will not work. We can't-- it's getting much worse. We- we really need to have someone look at it today or tomorrow. I mean, I've got buckets under it right now. I'm afraid the ceiling's going to fall through. Uhm.. would it be okay if I called a- a carpenter to come look at it today, and then we can kind of settle up with them on the side since you can't get someone in? Uh.. unfortunately, I do all the repairs myself for the whole building, uhm.. so calling someone else... Okay. ...wouldn't be possible. Would you mind at least coming and looking at it, so you can kind of see what we're dealing with? Uhm... It takes just a minute. I don't know if I can right now. I have a lot of other tenants with problems that are ahead of yours. Okay. What do you suggest we do in the meantime if it's going to take a week, and I mean, what happens if like the ceiling falls through? I mean, how-- what's it going to take for us to get it looked at? Because I'm afraid that it's going to get really worse here in the next day or two. Uh.. I understand that it's very frustrating right now but I have a list and you're on the list. There are just other problems that are more serious before I can get to yours. Okay. Uhm.. when-- let's uh.. I- I'm sure there are a lot of other i- issues in the complex, but this is-- I mean, water is affecting everything. It's affecting the carpet. It's going to-- we're going to have much bigger problems if we let the leak affect the carpet and the floor. I mean we're going to have a lot more problems to address, so uhm.. can we at least uh.. do something to maybe stop the leak, even? We don't have to patch the ceiling right now, but maybe we just stop the leak or patch it up. In the meantime, can we do that? Uhm.. we could, but it didn't sound that bad the last time you called. Okay. It's- it's pretty bad, and it's getting worse and I think part of it's because it hasn't been addressed yet. So it's going to get worse before it gets better, so I'd love to uh.. maybe have you come in in the next day or two. Can we at least do that, have you look at it and maybe patch it up? Okay. I'll see what I can do.wer: Mm-hmm. All right.wer: Bye.", All right.
 ,"  All right, this Interviewer, the landlord."
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?",  Mm-hmm.
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?","  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy."
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.",  Well it didn't sound that bad the last time you called.
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.","  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours."
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?","  No, I do all the…"
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?  No, I do all the…wer:  Mm-hmm.",  I do all the repairs in the building myself.
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?  No, I do all the…wer:  Mm-hmm.  I do all the repairs in the building myself.  Uhm.. well, you know, I have to work so if I even put a-- when I put the bucket there, the water's going all over as I'm working, so what would you like me to do?","  Uhm.. I'm not sure.  Have you tried anything else, try to patch it or anything?"
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?  No, I do all the…wer:  Mm-hmm.  I do all the repairs in the building myself.  Uhm.. well, you know, I have to work so if I even put a-- when I put the bucket there, the water's going all over as I'm working, so what would you like me to do?  Uhm.. I'm not sure.  Have you tried anything else, try to patch it or anything?  No.  If I patch it are you going to be paying-- or that's gonna come off my rent if I patch it and fix it myself or have somebody fix it?","  Well we could work something out, but the actual work I have to do it."
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?  No, I do all the…wer:  Mm-hmm.  I do all the repairs in the building myself.  Uhm.. well, you know, I have to work so if I even put a-- when I put the bucket there, the water's going all over as I'm working, so what would you like me to do?  Uhm.. I'm not sure.  Have you tried anything else, try to patch it or anything?  No.  If I patch it are you going to be paying-- or that's gonna come off my rent if I patch it and fix it myself or have somebody fix it?  Well we could work something out, but the actual work I have to do it.  So I still have to wait for you is what you're saying?","  Yeah, that's the thing."
"   All right, this Interviewer, the landlord.  Hello.  Uh.. you're he landlord?  Mm-hmm.  When are you going to fix the leak in my apartment?  Uhm.. sorry I haven't had enough time to get over to fix it, I've just been really busy.  Well the water is getting all over and it's gonna start ruining your apartment, the carpet.  Well it didn't sound that bad the last time you called.  Well it's getting worse now that you haven't repaired it.  Now the- as it's leaking it's getting more damage to your ceiling and to the floor now.  Mm, I understand.  See the thing is I have you the list, but there are just other tenants with problems ahead of yours.  Is there somebody else that you could send out?  No, I do all the…wer:  Mm-hmm.  I do all the repairs in the building myself.  Uhm.. well, you know, I have to work so if I even put a-- when I put the bucket there, the water's going all over as I'm working, so what would you like me to do?  Uhm.. I'm not sure.  Have you tried anything else, try to patch it or anything?  No.  If I patch it are you going to be paying-- or that's gonna come off my rent if I patch it and fix it myself or have somebody fix it?  Well we could work something out, but the actual work I have to do it.  So I still have to wait for you is what you're saying?  Yeah, that's the thing.wer:  Uh.. couple days maybe.",  I'm really not sure.
